text	label
ଭାବନାଗୁଟେ ପାଏନ୍ ବୁନ୍ଦେ ବୁନ୍ଦେ ପଡି ମାଏଟ୍ ଯେନତା ବୁତରି ଯାଏସି , ଶୁଖା ଘାସଲତା ବି କଅଁଳି ଯାଏସନ ; ଝଡି ପଡିଲା ଦରମରା ବିଜା ବି ମଏଟ୍ ଫଟେଇ ଦୁଇପତର ମେଲିଦେସି । । ହେନତା ତୋର ମନର ମାଏଟ୍ କେ ଥୁପେ ଥୁପେ ଭଲ କଥାଥି ଭିଜେଇ ଦେ , ଦେଖବୁ ପେରେମଭାବ ତୋର ମନେ ଭରିଯିବା , ରାଗବଇରାଗ ସରି ଯିବା ଆଉର୍ ମନଭତରୁ ପଝରିଯିବା ସେନେହର ଝରଟେ ସଭିକେଁ ଭିଜେଇ ଭିଜେଇ ହସି ଆଉର କନ୍ଦେଇ କରି ବି । ।	1
ସ୍ମୃତି ଆଃ ମୋନାଲିସା ! ! ଭାରି ମନେପଡ଼ , ଜୀବନର କଷଟି ପଥରରେ ନିତି ଅଗ୍ନି ପରୀକ୍ଷା ଦେଉ ଦେଉ … କେଉଁଠି ଅଟକିଗଲା ତୁମ ପ୍ରତିଶୃତି ବିହୀନ ସମ୍ପର୍କ ଆଜିବି ଖୋଜି ବୁଲୁଛି ମୁଁ ତୁମରି ସାନ୍ନିଧ୍ୟ ପୋଖରୀ କୂଳ ରେ ବସି ଅନାବନା ଗପର ଫୁଆରା ରେ … . ଅନ୍ୟମନସ୍କତା ରେ ଟେକା ମାରି ଖେଳି ଯାଉଥିବା ପାଣିର ଭଉଁରୀ ରେ… ନିର୍ଜୀବ ଫାଇଲ କୁ ମୋ ପିଠି ଉପରେ ରଖି ତୁମ ଗୋଲ ଗୋଲ ଅକ୍ଷରରେ ସଜାଇଥିବା ମୋ ନାଁ ଆଜି ବି ହାତ ଫେରାଇ ଆଣିଲେ ଜୀବନ୍ତ ହୋଇଉଠେ … ତୁମ ସ୍ମୃତି , ଝଲସି ଯାଏ ମନ ଆଇନାରେ ସ୍ମିତ ହସର ତରଙ୍ଗଟିଏ ଖେଳିଯାଏ ଆଜିକାଲି ସ୍ଫିଙ୍କସ ଭଳି ମୋ କଠିନ ମୁହଁରେ … ସତରେ ମୋନାଲିସା ! ! ! କେମିତି ସମ୍ପର୍କ ଆମର ବୁଝି ବି ଅବୁଝା ହେଉଥିବା ସମ୍ପର୍କ ସାନ୍ନିଧ୍ୟରେ ଥିବା ଚଞ୍ଚଳତା , ମାଦକତା କିନ୍ତୁ କେବେ ବି ନାମ ଦେଇନଥିବା ସମ୍ପର୍କ ଅନ୍ୟ ମାନଙ୍କ ଇସାରାକୁ ଖୁବ ଭଲ ଭାବରେ ବୁଝିପାରୁଥିବା ଅଥଚ , ସୀମା ସରହଦ ଭିତରେ ବାନ୍ଧି ହେଇଯାଇଥିବା ଆମରି ଜୀବନକୁ …… ସମାଜକୁ ସମ୍ପର୍କର ମାପକାଠିକୁ ପରଖୁ ପରଖୁ କେତେବେଳେ ତୁମେ ଚାଲିଗଲ ନିଜ ରାସ୍ତାରେ ମତେ ମୋ ଜୀବନକୁ ଖୋଜିବା ପାଇଁ କହି … . ମୁଁ କିନ୍ତୁ ଏବେ ବି ଖୋଜୁଛି ସେଇ ପୁରୁଣା ଦିନକୁ ସେଇ ମୋନାଲିସାକୁ ସେଇ ନାମହୀନ ସମ୍ପର୍କକୁ ଆଉ ତା ସଂଗେ ମନଭରି ହସିଥିବା ଶେଷ ହସକୁ ……	1
ନିର୍ବାକ କୃଷକ ମା ଶାରଳାଙ୍କ ପାଦେ ନେଉଛି ଶରଣ ଲେଖିବାକୁ ଚାଷୀ ଆତ୍ମହତ୍ୟାର କାରଣ । । କୃଷକର ହୋଇଲାଣି ଦୟନୀୟ ସ୍ଥିତି ନେତାମାନେ କରୁଛନ୍ତି ଶସ୍ତା ରାଜନୀତି । । ପାଞ୍ଚଗୁଣ ବଢ଼ିଲାଣି ଔଷଧ ସାର ଟ୍ରାକ୍ଟର ଭଡ଼ା , ଡିଜେଲ ବଢେ ବାର ବାର । । ମୂଲିଆ ମଜୁରି ବଢ଼ିଲାଣି କେତେ କାହିଁ ମାଗିଲେଣି ମଦ ପାଣି କର୍ମେ ନିଷ୍ଠା ନାହିଁ । । ନିତ୍ୟାଳି ଦରବ ଦର ସୀମା - ସର ଡେଇଁ ସତେ ଅବା ଚାଷୀ କୁଳ ଯିବ ସବୁ ନେଇ । । ଧୋଇ ମରୁଡି ବତାସ ଦୈବୀ ଦୁର୍ବିପାକ ସହି ସହି ଚଷା ଭାଇ ହେଲେଣି ନିର୍ବାକ । । ନିୟନ୍ତ୍ରଣ ପାଇଁ ନାହିଁ କିଛି ହିଁ ବ୍ୟବସ୍ଥା ଦିନୁଦିନୁ ଦୟନୀୟ କୃଷକ ଅବସ୍ଥା । । କ୍ଷେତରେ ଖରଚ ହୁଏ ପୁଞ୍ଜି ବହୁଗୁଣ ଧାନ ଦର ନ୍ୟୁନ ଯୋଗୁଁ ବଢେ ଚାଷୀ ୠଣ । । ଶୁଣବାରେ ସାଧୁଜନ ଏତିକି ମାତର ଚାଷୀ ପାଇଁ ହୁଏ ଯାହା ଅନ୍ତର ପାତର । ଜନକଲ୍ୟାଣ ଯୋଜନା ସରକାର କରେ ମରୁ ପଛେ ଚାଷୀ ତାଙ୍କ ମୁଣ୍ଡେ ସବୁ ଭରେ । ସୁଲଭର ଦେବେ ବୋଲି ସଭିଙ୍କୁ ଆହାର ନ ବଢ଼ାନ୍ତି କେବେ କଷ୍ଟ ଅର୍ଜିତ କାହାର । । ଖାଦ୍ୟ ଶସ୍ୟ ପାଇଁ ଶସ୍ତା ବଜାରର ସୃଷ୍ଟି ସଯତ୍ନରେ ସରକାର ଦେଇଥାନ୍ତି ଦୃଷ୍ଟି । । ଚାଷୀଙ୍କୁ ସର୍ବେ ଦୁହାଁଳିଆ ଗାଈ ବଞ୍ଚିରହୁ ଅନୁକମ୍ପା ଚୋକଡକୁ ଖାଇ । । ପରାଧୀନ ପଘାଟିରେ ବନ୍ଧା ହୋଇ ଆଉ ସମସ୍ତଙ୍କୁ ସୁଖବାଣ୍ଟି ଦୁଃଖ କଷ୍ଟ ପାଉ । । କୃଷକ ଅଟଇ ଫଳ ଫୁଲଭରା ବୃକ୍ଷ ଖାଦ୍ୟ ଦିଏ ଖରା ବର୍ଷା ଶୀତେ ସହି ଦୁଃଖ । । ନିର୍ମୂଳି ଲଟା ପରି ଏଠାରେ ସମସ୍ତେ ବେଢ଼ିଛନ୍ତି ଚାଷୀ ବୃକ୍ଷେ ପରସ୍ତେ ପରସ୍ତେ । । ଜାଣିରଖ ବୃକ୍ଷ ମଲେ ଲଟା ଯିବ ମରି ଚାଷୀଙ୍କୁ ଶୋଷଣ କୁହ କରିବ କିପରି । । ବେଳଥାଉଁ ବୃକ୍ଷ କଥା ଭାବ ସବୁ ଲଟା ନ ଆସୁ ଦୁର୍ଦ୍ଦିନ ଦୁର୍ଭିକ୍ଷର ଘନଘଟା । ।	0
ଜ୍ୟୋତିବିହାରରେ ଜହ୍ନରାତି କାଳୀଗାଈର ପହ୍ନା ପରି ଓହଳି ପଡିଛି ମେଘ ଜ୍ୟୋତିବିହାରରେ ଅନେକ ତୃଷିତ ଆଖିଙ୍କ ପ୍ରାର୍ଥନାରେ ଟପଟପ ନଇଁ ପଡୁଛି ଆକାଶ । ବାର ପାହାଡ଼ର ମୁଣ୍ଡିଆ ଉପରେ ଦିଶିଲାଣି ତୃତୀୟା ତିଥିର ଜହ୍ନ ଡୁଙ୍ଗୁରା ଚୂଡ଼ାର ମନ୍ଦିର ରୁ ଧୂପ , ଦୀପ ବାସିଭୋଗ ଖାଇ ନାଚି ନାଚି ଆସୁଚି ଜହ୍ନ ରାତି ଜ୍ୟୋତିବିହାରକୁ । ଏଇ ତ ଶାଳ ପତ୍ରର ମୁହଁ ଧୋଇ ଦେଉଚି ବର୍ଷା ଜହ୍ନରାତିରେ ବର୍ଷା ହେଲେ ଝରକା ଖୋଲି ବସି ରହେ ବର୍ଷା ଦାସ । କୁରେଇ ଫୁଲଙ୍କ ଓଠରେ ଖସିପଡ଼େ ଜହ୍ନର ଟୁକୁଡ଼ା କିଏ ବଂଶୀ ବଜାଉଚି ଅନ୍ଧାରରେ ବର୍ଷା ଦାସ ଲେଖି ବସେ ଲୁହର କବିତା । ବେଳେବେଳେ ଜହ୍ନ ରାତିରେ ମାତାଲ ହୁଏ ଜ୍ୟୋତିବିହାର ଦାରୀଡୁମୁରୀର ପଥର ଉପରେ ନାରୀ ଦେହରେ ନିଆଁ ଜଳେ ବତୀଖୁଣ୍ଟରେ ବସା ବାନ୍ଧିଥିବା ବାଇଚଢେଇର ଅଣ୍ଡାକୁ ଭାଙ୍ଗିଦିଏ ମାତାଲ ଜହ୍ନରାତି । ଜ୍ୟୋତିବିହାର ସବୁଜ କବିତାର ଏନ୍ତୁଡ଼ିଶାଳ ଜହ୍ନ ରାତିରେ ବର୍ଷା ହେଲେ ବଇଁଶୀଆଳ ଗୀତ ଗାଏ କାନ୍ଦିବୁ ଯଦି କାନ୍ଦ ଲୁହ ତୋର ଆଖି ମୋର ।	1
ଭିଟାମାଟି ମୋ ଭିଟାମାଟିର … ବୁନିଆଦି ପରେ କାହିଁ ? କେବେଠାରୁ ବସା ବାନ୍ଧି ରହିଅଛି ଦୀନ ଦରିଦ୍ର - ୠତୁ ! ଝାଟିମାଟିର ମୋ ଝୁମ୍ପୁଡ଼ି ବସ୍ତିରେ ଯେବେ ଭୋକର ମୌସୁମି ବୋହିଥାଏ ବଢ଼ିଯାଏ ତା ’ ର ଛାତିର ତାତି । ଦରିଦ୍ରତାର ଲୁହରେ ଲହୁ ଢାଳି ଲିଭାଇବାକୁ ହୁଏ ପେଟରେ ଡହ ଡହ ଜଳୁଥିବା ଭୋକର ଲେଲିହାନ ଅଗ୍ନିଶିଖା ! ଅନାହାର , ଅର୍ଦ୍ଧାହାର , ଅଭାବ ଆଉ ଅନଟନର ଶାଣରେ ହାଡ଼କୁ ଦାଢ଼କରି ପାହାଡ଼ରୁ ପଥର କାଟିବାକୁ ହୁଏ ଦୁଃଖ ଦୈନ୍ୟର ପ୍ରସ୍ତରିତ ଶିଳାରେ ଦାନ୍ତକୁ ପଜାଇ , ନାକକୁ ଘଷାଇ ଖଣି ଖାଦାନରୁ ତାଡ଼ିବାକୁ ହୁଏ ଲୁହା , କୋଇଲା , କ୍ରୋମାଇଟ ସୁନା ଏବଂ ଏଲୁମିନା । ବାରବାର ବିସ୍ଥାପିତ ହେବାର ନାଲି ହୁକୁମତିରେ ଭିଟାମାଟି ଛାଡି ପରମାଟିରେ ଦାଦନ ଖଟିବାକୁ ହୁଏ , ଇଟାଭାଟି ଗଢିବାକୁ ହୁଏ ! ବଞ୍ଚିବାର ମହୁଲି ନିଶାରେ ଉବୁଟୁବୁ ହୋଇ ଧୂ ଧୂ ଖରା , ଓଠଥରା କାଲୁଆ ଶୀତ ଆଉ ନିର୍ଦୟ ନିଦାଘ ବର୍ଷାକୁ ବେଖାତିର କରି ଗଢିବାକୁ ସିନା ଏ ଦେଶର ବଡ଼ଦାଣ୍ଡେ ପ୍ରଗତିର ନନ୍ଦିଘୋଷ ରଥ ; କିନ୍ତୁ ଥମେ ନାହିଁ କି କମେ ନାହିଁ , ଏ ଭିଟାମାଟିରୁ … ଦୀନ ଦରିଦ୍ର - ୠତୁର ତାତି ! !	0
ବର୍ଷା ବର୍ଷା ଆସିଲେ ନିଖୋଜ ହୁଏ ନିଦାଘର ସବୁ ଅହଂକାର ମୋ ଭିତରୁ ସରିଯାଏ ସବୁ ସନ୍ତୁଳି ହେବାର ମୁହୂର୍ତ୍ତ । ମୋ ଦେହ ଆଉ ରହେ ନାହିଁ ଦେହ ହୋଇ ହୋଇଯାଏ ମାଟି ସମଗ୍ର ଶ୍ରାବଣକୁ ଶୋଷିନିଏ ନିଜ ଭିତରକୁ ସାଇତି ରଖେ ତା ’ ବତୁରାପଣକୁ । ମୋ ଭିତରେ ଅନୁଭୂତ ହୁଏ ନିର୍ବାପିତ ଚାତକୀୟ ତୃଷ୍ଣା ଏବେ ପୁଣି ମୁଁ ହୁଏ ଶାମୁକା ଅପେକ୍ଷା କରେ ବର୍ଷାର ପ୍ରତିଟି ବିନ୍ଦୁକୁ । ଏଠି ମୋର ସବୁ ଲଗ୍ନ ସ୍ୱାତୀ ଲଗ୍ନ ବିନ୍ଦୁଏ ମାତ୍ର ବର୍ଷା ଲୋଡ଼ା ହେବାକୁ ରୂପାନ୍ତର ଏସବୁ ପାଇଁ ମୋ ଭିତରେ ଅହରହ ଶୁଭୁଥାଏ ଆବାହନୀ ବର୍ଷାର !	1
ନାରୀବିଜେତା ସୈନିକ ଶୀତଦିନର ଭଳିଭଳି ଫୁଲ ମହୋତ୍ସବରେ ପରଖି ହୁଏ ନାନାଜାତି ରଙ୍ଗ ସେମିତି ପରଖି ହୁଏ ଭିନ୍ନ ଭିନ୍ନ ବିପଦରେ ଆଉଜି ଯାଉଥିବା ଛୋଟମୋଟ ଭଙ୍ଗାଭଙ୍ଗି ଦୁଃଖ । ନାରୀର ଅନ୍ୟନାମ ଦୁଃଖ ତା ଲୁହ ଗୋଟେଇଲେ ନଈ ତା କଥା ଶୁଣିଲେ ମହାକାବ୍ୟ ସେ ନିଜେ ବିଚ୍ଛୁରିତ ଆଗ୍ନେୟ ଲାଭା ସାହସର ଦୁର୍ନିବାର ଇଚ୍ଛା କର୍ତ୍ତବ୍ୟର ବେଗମାନ ଯାନ । ସାମଗ୍ରିକ ସତ୍ତାରେ ତାର ଜିଇବାର ପ୍ରତିବଦ୍ଧତା ଝଲସି ଉଠା ମୁହଁ ତାର ସୁନା ଟହଟହ । ସେ ଗୋଟେ ଚଳନ୍ତି ଇତିହାସ ବିବାଦୀୟ ବିତର୍କିତ ବର୍ତ୍ତମାନ ଭବିଷ୍ୟତ କିଛି କଢ଼ କିଛି କାକଟସ । ମାଟି ତଳର ମାଟି ତ ‘ ଆକାଶର ଅନ୍ଧାରି ରୋଷଣିରେ ଜାହିର ତା ସ୍ଥିତି । ମରୁଭୂମିଟେ ପରି ତା ଇଲାକାଯାକ ଆଶାଭଙ୍ଗର ବିସ୍ତୀର୍ଣ୍ଣ ବାଲି ଫସଲ କଟା କ୍ଷେତପରି ନିଃସଙ୍ଗ ଖାଁ ଖାଁ ତଥାପି ସ୍ୱପ୍ନ ଲୁଟାଏ ମରୀଚିକା ପରି । ଏସବୁକୁ ପାନଛେପ ପରି ପକାଇ ଅଯାଗାରେ ଚାଲୁଥାଏ ଆଗକୁ ହସୁଥାଏ ବଞ୍ଚିବାର ଅନନ୍ୟ କଳାକୁ ଧରି ପିଢ଼ି ପରେ ପିଢ଼ି । ଆଶାର ବୀଜପତ୍ର ମୁକୁଳେ ଖୋଲିଦେବ ହୃଦୟରୁ ସଦିଚ୍ଛା ଧାରେ ବିଶ୍ୱସ୍ତ ବନ୍ଧୁଟେ ପରି , ଆବୋରିବ ମନ - ଧନ ଦେଇ ରକ୍ତଜ ର ସରି । ଆଶା ରଖେ ସେ କେହି ପଢୁ ତା ଭିତର ନାରୀତ୍ୱ ବିଶ୍ୱାସ କୁ ରୋଇଦେଉ ଘରଠୁଁ ପୃଥିବୀଯାକ । ସେ ତ କାଳ କାଳ ଦହନ , ଦ୍ଵନ୍ଦ , ଦୁର୍ବିପାକ କୁ ପଛରେ ପକେଇ ହସେ , ରାଜ୍ୟରୁ ରାଜ୍ୟ ଜୟ କରି ବିଜେତା ସୈନିକ ଭଳି ଉଜ୍ଜ୍ୱଳ ବିଭାମୟୀ ଦିଶେ । ଦର୍ପରେ କହୁଥାଏ ଦୁଇଟୋପା ଲୁହକୁ ତାର ଅକୁଳାଣ ସଂସାରଯାକର ପାପ ଆସ , ଚାଲିଆସ ପାଖକୁ କରିଦେବି ଶୁଦ୍ଧ ସୁବର୍ଣ୍ଣ ସଭିଙ୍କୁ ବରଂ ମୁଁ ଭୋଗୁଥାଏ ଏ ସଂସାରର କୁମ୍ଭୀପାକ ନର୍କ ! !	1
ସ୍ୱିକାରୋକ୍ତି ବନ୍ଧୁ ମୁଁ ବିଶ୍ୱର କବିତା ମୋ ପ୍ରେମ ପତ୍ର ସଦ୍ୟ ସକାଳର । ପ୍ରିୟା ମୋ କବିତା ପାଥେୟତା ମାଟି ଓ ମଣିଷ ସତ୍ୟ ସାଧନାର ପଥେ ସମୟ ତା ସାଥୀ ଲକ୍ଷ୍ୟ ତା ’ ର ଇତିହୀନ ଯାତ୍ରା । ପ୍ରିୟାର ସୋହାଗୀ ଖୋଜି ଆଣି ତାକୁ ଦେବି ହାତୀ ଘୋଡ଼ା ସୁନାର ଚନ୍ଦ୍ରମା ହଜିଲା ଦିନର ସ୍ମୃତି ସୁବର୍ଣ୍ଣ ମୁଦ୍ରିକା । ସମୟକୁ ଦେବି ସମ୍ଭାବନା ମାଟିକୁ ମହତ୍ୱ ସକଳ ମୁହଁରେ ହସ ହସରେ ଉଠିବ ମାତି ଏ ସାରା ଜଗତ ।	1
ଦୁଷ୍କର୍ମରେ ଶିକାର ହୋଇଥିବା କୁନି ଝିଅ ଟେ ଦୁଷ୍କର୍ମ ପରେ ମୃତ୍ୟୁ ପାଞ୍ଚ ବର୍ଷର ଫ୍ରକ ପିନ୍ଧା କୁନି ଝିଅଟେ କେଉଁ କାମାନ୍ଧରେ ଯୌନ ପିପାଶାରେ ଦଳି ମକଚି ଚାପି ହୋଇଯାଇଛି ଗାଁ ପାଖ କିଆବୁଦା ମୂଳେ ତା କୁନି କୁନି ପାଦ ପାଇଁ ଆଦରରେ ବାପା କିଣି ଦେଇଥିବା ପାଉଁଜି ହଳକ ଆଉ ହାତେ ପୁଣି ଚୁମକି ଲଗା ପ୍ଲାଷ୍ଟିକ ଚୁଡ଼ି ଦୁଇପଟ ସେଇମିତି ଚିକମିକ କରୁଥିଲା କୁନିଝିଅ ଶବଟି ଦେହରେ ଟିଭିରେ ଦେଖୁଥିଲା ବେଳେ ଲାଗୁଥିଲା ଆମମାନଙ୍କ କୁନିଝିଅ ପରି ଅବା କେଉଁ ଭାଇଟିର ଅଲିଅଳୀ ଭଉଣୀଟେ ପରି କାଲି କାଲି ଚାଲି ଶିଖିଥିବା କୁନି ଝିଅଟେ ସବୁ ମଣିଷଙ୍କୁ ଆପଣାର କରିନିଏ କାହା କାହା ପିଠିରେ ଲାଉ ଭଳି ଓହଳି ପଡେ ତ ଆଉ କାହା କାନ୍ଧପରେ ବସି ଆକାଶରୁ ଜହ୍ନପାଇଁ ଅଳି କରିବସେ ତା ନିଷ୍ପାପ ଆଖିରେ ସବୁ ମଣିଷ ତ ସମାନ , ସେ ଜାଣେନା ଭଲ ମନ୍ଦ କିଛି ଠିକ ସେ ଭଲ ପାଉଥିବା ତାର ବାପା ଭାଇ ପରି । । କୁନି ଝିଅ ବୁଝେ ନାହିଁ ତା ଫୁଙ୍ଗୁଳା ବୟସରେ ବି ମୂଲ ଦେବାକୁ ହେବ ଯୌବନର ଜୀବନର , କେଉଁ ପିଶାଚର କପଟ ଫାଶର ପଡ଼ି ଖଣ୍ଡ ଖଣ୍ଡ ହୋଇଯିବ ତା କଅଁଳ ଦେହର ଯେତେ ହାଡ଼ ରକ୍ତ ମାଂସ ବିଶ୍ୱାସର ବାଲିଘର ସମାଧିସ୍ଥ ହେବ ଚିର ଦିନ ପାଇଁ । । ଏମିତି ଅଜସ୍ର ବେଦନାମାନ ନିଇତି ନିଇତି ଆସି ଭାଙ୍ଗି ଦିଏ ମନ କାହାକୁ ବା ଦୋଷ ଲଦି ହେବ କାହା ପାଶେ ଗୁହାରୀ କରିବ ଏ ଦୁଃଖର ସମାଧାନ ପାଇଁ କହିହେବ ଏଇଠି ବୋଧେ ଦୋଷ ରହିଗଲା ୟାକୁ କାଢ଼ି ଫିଙ୍ଗିଦେଲେ ବଦଳି ଯିବ କୁନି ଝିଅର ଭାଗ୍ୟ ଭବିଷ୍ୟତ ସମାଜରେ ଭରିଯିବ ଅସୀମ ଆନନ୍ଦ ଏ ଦିନ କ ’ ଣ ଆସିବନି ଆଉ ! ! !	0
ବାପା ଭଗବାନ କେଉଁ ଧାତୁରେ ଗଢ଼ିଛନ୍ତି କେଜାଣି ବାପାଙ୍କୁ । । କୁଟା କାଠିର ଘରଟିରେ ମଝି ଖୁଣ୍ଟ ପରି ଅବା ବୁଢା ବରଗଛଟିଏ ପରି ମୋ ଆଖି ଉଠିଲା ଦିନରୁ ଦେଖୁଛି ତାଙ୍କୁ । ଦେହରେ ତାଙ୍କର ଝାଳ ନଦୀ ଆଖିରେ ସ୍ୱପ୍ନର ଇମାରତ ଆମ ମାନଙ୍କ ପାଇଁ , ଦେହଟା ନୁହେଁ ତାଙ୍କର ଯନ୍ତ୍ର ଗୋଟେ ଦିନ ରାତି ଦୌଡ଼ି ପାରେ , ମନ ନାହିଁ , ଦେହ ନାହିଁ ଦୁଃଖ କିମ୍ବା ସୁଖ ନାହିଁ ସବୁଯାକ ବଳି ପଡିଛି ଅବା କେଉଁଠି ବନ୍ଧା ପଡ଼ିଛି ସେତକ ପୁଣି ଆମରି ପାଇଁ । ମୁଁ ଭାବେ ବାପା ଭାବୁ ନ ଥିବେ ତ ’ ମୁଁ କାହିଁ ବାପା ହେଲି ଦିନ ରାତି ଜଳିବା ପାଇଁ । ମୁଁ ନିଜେ ବରଗଛ ରୂପି ବାପାଙ୍କର ଛୋଟ ଶାଖା ଡାଳଟିଏ କାଲି ସକାଳୁ ଗଛମୂଳକୁ ଛାଇ ଦେଇ ପାରେ କିମ୍ବା ନୁହେଁ ମଧ୍ୟ , ଏହା ବାପା ବି ଜାଣନ୍ତି ତଥାପି ସେ ଆମ ପାଇଁ ସବୁ ଦିନ କାହିଁକି ଜଳନ୍ତି ?	1
ସତ୍ୟତା ଶେଷ ’ ଟା ସବୁବେଳେ ଆରମ୍ଭରେ ଥାଏ କେହି କିନ୍ତୁ ଦେଖିପାରେ ନାହିଁ । ସମୟର ଉଜାଣି ସୁଅରେ ଆପଣା ଛାଏଁ ପ୍ରସ୍ଫୁଟିତ ହୁଏ , ବୁଝିଛ କି କେହି । ସବୁବେଳେ ସମୟ ଲେଖେ ଆମ ଜୀବନ ଧାରାର ଚିତ୍ରପଟ ଆମେ ଖାଲି ଅଭିନୟ କରୁ ଭଲ ହେଲେ ହସି ଦେଉ ନ ହେଲେ ମନେ ହୁଏ କଷ୍ଟ । କର୍ତ୍ତବ୍ୟ ପଥରେ ମାଇଲ ଖୁଣ୍ଟ ହୋଇ ରହିଯାଏ , ହାରଜିତ ଅବା ପଶ୍ଚାତାପ କଳ୍ପନାର ଜାଲରେ ଛନ୍ଦି ହୋଇ କେହି ପୁଣି କରେ ଅନୁତାପ । ଅଦମ୍ୟ ପ୍ରଚେଷ୍ଟା କରେ ମଣିଷ ଜୀବନରେ ଜୟୀ ହେବା ଲାଗି ଭୁଲବଶତଃ କେବେ ଚେଷ୍ଟା ବି ହୋଇଯାଏ ବଶ , ପରେ କାନ୍ଦେ ସେଥି ଲାଗି । ଆରମ୍ଭରେ ଶେଷ , ଆଉ ଶେଷରେ ଆରମ୍ଭ ଏଇ ଜଗତର ନିଶ୍ଚିତ ଗତି ; ଭୁଲିବନି କେବେ ୟାକୁ ଅବା ନିଜ କର୍ତ୍ତବ୍ୟକୁ ସେଇ ତୁମ ଜୀବନର ସତ୍ୟନିଷ୍ଠ ନୀତି ।	1
ହୁଲିଡ଼ଙ୍ଗା ଓ ମାଝି ହାତରେ ଆହୁଲା ଥିଲେ ହୁଲିଡ଼ଙ୍ଗା ମାଝି ଦରିଆ ସମ୍ରାଟ ହାତରୁ ଆହୁଲା ଖସିଲେ ଅଣବାବୁଆ ହୋଇଯାଏ / ନାଉରିଆ ଟୋକା । ଗ୍ରାମ୍ୟ ବାଳିକାର ମଞ୍ଜୁଆତି ହାତ ଚିହ୍ନ ପରି ଚହଲା ପାଣିରେ ଚହଲୁଥାଏ ଆକାଶିଆ ତାରା , ଜ୍ୟୋତ୍ସ୍ନାର ରୂପେଲି ବର୍ଣ୍ଣେ ବିଭାସିତ ଦରିଆର ଜଳ , ମାଝିର ଆଖିରେ ତୋଳେ ଆଶାର କଜଳ । ଜାଲ ଫାନ୍ଦି ବସିଥାଏ , ଗୁମ ମାରି ହୁଲିର ମାଝି ଲହରୀରେ ଖେଳୁଥାଏ ଦୋଳି ହୁଲି ଡଙ୍ଗା ତା ’ ର ମାଛ ଧରୁ ଧରୁ କେ କହିବ , କେତେବେଳେ ହୋଇଯିବ ତିମିର ଆହାର ନତୁବା ସେ ସଅଳ ସଅଳ ଫେରିଯିବ ପୂର୍ଣ୍ଣ କରି ଖାଳେଇର ଖୋଳ । ହଲ ହଲ ହୁଲି ଡଙ୍ଗା , ଢଳ ଢଳ ଜୀବନର ସାରୁପତ୍ର ଜଳ ମିଶିଗଲେ ଦରିଆର ଜଳେ , କେ ନେବ ଖବର , ଏକାଥିଲେ ସାରୁପତ୍ରେ ସେତକ ତା ପାଇଁ ନିଜସ୍ୱ ସ୍ଥିତିରେ ଉଜ୍ଜ୍ୱଳ ସ୍ୱାକ୍ଷର ସେ ସ୍ୱାକ୍ଷର କି ରଖିବାକୁ ଦେବ – ତରଙ୍ଗର ଖେଳ !	0
ଜୟ ଜଗନ୍ନାଥ ଏ ଜଗତ ଅସମ୍ପୂର୍ଣ୍ଣ ଅସମ୍ପୂର୍ଣ୍ଣ ମଣଷିର ବୁଦ୍ଧି , ମତି , ଗତି ବୁଝେନା ସେ ତୁମ୍ଭ ଲୀଳା ଭାବନାରେ ତୁମେ କାଠର ମୂରତୀ ଯଦି ଅଧଗଢା ପ୍ରଭୁ ତୁମ୍ଭ ଦୁଇ ହାତ କେମିତି କରିଲ ଦୁଷ୍ଟ କୁମ୍ଭୀରର ହତ ଦାସିଆ ହାତରୁ ବାହି ନେଲ ଯେ ନଡିଆ ବନ୍ଧୁ ମହାନ୍ତିଙ୍କୁ ଦେଲ ଭୋଗର ଥାଳିଆ ଦାସେଙ୍କ ବାଲି ରଥରେ ଯେ ପ୍ରଭୁ ଆବିର୍ଭାବ ଏ ମଢୂ ସଂସାର ବାଣୀ ପାଦ ନାହିଁ ତବ ତୁମ୍ଭ ଚକାଝଡାଲା ପ୍ରଭୁ ସଦା ଅପଲକ ଲଙ୍ଘିବାକୁ ସଂସାରର ସର୍ବ ଦୁଃଖ , ଶୋକ । । ସୂକ୍ଷ୍ମ ନୁହେଁ ରୂପ ଆହେ ଭାବଗ୍ରାହୀ ପିମ୍ପୁଡି ଠୁ ବୃକ୍ଷ ମଧ୍ୟେ ତୁମେ ଅଛ ରହି ଏ ସାରା ଜଗତେ ବ୍ୟାପ୍ତ ପ୍ରଭୁ ତୁମ ସତ୍ତା ସୀମାହୀନ ରୂପଧାରୀ ହେ ବିଶ୍ଵନିୟନ୍ତା ॥ ହେ ଅନନ୍ତରୂପଧାରୀ ! ହେ ବିଶ୍ଵ ଶକତି ! ମଣିମା ଶୁଣିମା ହେଉ ଅଧମ ବିନତୀ ଅଜ୍ଞାନତା ନାଶ ହେଉ ବ୍ୟାପ୍ତ ଜଗତରୁ ଜୟ ଜଗନ୍ନାଥ ଝରୁ ମାନବ ମୁଖରୁ ॥	1
